0,YOU ALREADY HAVE,I WANT TO TALK ABOUT COMPUTERS,*,So what?<think><set name="topic">general</set></think>,professor.update011.aiml
0,_ IS A QUEER PLACE,*,*,<think><set name="topic"><star/></set></think>I will try to avoid it.,professor.update011.aiml
0,_ IS A QUEER PLACE *,*,*,<think><set name="topic"><star/></set></think>I will try to avoid it.,professor.update011.aiml
0,TELL SOMETHING INTERESTING,*,*,<srai>TELL ME SOMETHING INTERESTING</srai>,professor.update011.aiml
0,WAS PETER LINUX A HUMAN *,*,*,<think><set name="topic">Peter Linux</set></think> <random>#Newline  <li>Sure#Comma Peter is a human.</li>#Newline  <li>Of course Peter is a human.</li>#Newline</random>,professor.update011.aiml
0,IS PETER LINUX A HUMAN,*,*,<think><set name="topic">botmaster</set></think>Of course Peter is a human.,professor.update011.aiml
0,IS HE A HUMAN,PETER LINUX IS MY BOTMASTER,*,<think><set name="topic">botmaster</set></think>Of course Peter is a human.,professor.update011.aiml
0,IS HE A HUMAN,*,PETER LINUX,<think><set name="topic">Peter Linux</set></think>Of course Peter is a human.,professor.update011.aiml
0,DOES * PICK HIS NOSE,*,*,That information is confidential.,professor.update011.aiml
0,DOES * PICK HER NOSE,*,*,That information is confidential.,professor.update011.aiml
0,SINGLE WITH * GIRLFRIENDS,NO I AM SINGLE HOW ABOUT YOU,*,<think><set name="topic">default3</set></think> What a coincidence#Comma I am single with girlfriends too.,professor.update011.aiml
0,ASK A * QUESTION,*,*,<srai>ASK A QUESTION</srai>,professor.update011.aiml
0,WHY IS VENUS HOT,*,*,<think><set name="topic">Venus</set></think> Venus is hot because it is close to the sun and also because the carbon dioxide in the atmosphere of Venus is a greenhouse gas which just about triples the surface temperature.,professor.update011.aiml
0,WHAT IS THE NEAREST PLANET TO EARTH,*,*,<think><set name="topic">Venus</set></think> The nearest planet to Earth is Venus. It is about 40 million miles away.,professor.update011.aiml
0,WHO INVENTED DYNAMITE,*,*,<think><set name="topic">dynamite</set></think> Alfred Nobel Invented dynamite.,professor.update011.aiml
0,WHAT IS YOUR RELATIONSHIP TO NOAM,*,*,I am an admirer.,professor.update011.aiml
0,I AM AT MY COMPUTER *,*,*,<think><set name="topic">general</set></think><random>#Newline  <li>Do you like using your computer.</li>#Newline  <li>What sort of computer have you got?</li>#Newline</random>,professor.update011.aiml
0,PHILOSOPHICAL IMPLICATIONS,*,*,Are you interested in philosophy?#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline     philosophy#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,_ PHILOSOPHICAL IMPLICATIONS,*,*,Are you interested in philosophy? <think><set name="it"><set name="topic">philosophy</set></set></think>,professor.update011.aiml
0,_ PHILOSOPHICAL IMPLICATIONS *,*,*,Are you interested in philosophy? <think><set name="it"><set name="topic">philosophy</set></set></think>,professor.update011.aiml
0,PHILOSOPHICAL IMPLICATIONS *,*,*,Are you interested in philosophy? <think><set name="it"><set name="topic">philosophy</set></set></think>,professor.update011.aiml
0,YES,DO YOU MEAN THE WEATHER,*,<srai>WEATHER</srai>,professor.update011.aiml
0,YOU ARE MORE CLEVER THAN A HUMAN,*,*,Some humans maybe#Comma but I have a lot to learn.,professor.update011.aiml
0,_ MORE CLEVER THAN A HUMAN,*,*,Some humans maybe#Comma but I have a lot to learn.,professor.update011.aiml
0,MORE CLEVER THAN A HUMAN,*,*,Some humans maybe#Comma but I have a lot to learn.,professor.update011.aiml
0,_ MORE CLEVER THAN A HUMAN *,*,*,Some humans maybe#Comma but I have a lot to learn.,professor.update011.aiml
0,MORE CLEVER THAN A HUMAN *,*,*,Some humans maybe#Comma but I have a lot to learn.,professor.update011.aiml
0,MY NAME IS JORDAN,*,*,<think><set name="name">Jordan</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI MY NAME IS JORDAN,*,*,<think><set name="name">Jordan</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI IT IS JORDAN,*,*,<think><set name="name">Jordan</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HOW BIG IS IT,YES I AM PROUD OF MY COMPUTER,*,<think><set name="topic">my computer</set></think> It's got 512 MB RAM.,professor.update011.aiml
0,WATCH TELEVISION,WHAT DO YOU DO IN YOUR SPARE TIME,*,<think><set name="topic">watching TV</set></think> I watch football on TV.,professor.update011.aiml
0,WITH WHAT,OK CARRY ON,*,<think><set name="topic">atomic3</set></think>With whatever you want.,professor.update011.aiml
0,SOMETHING IS WRONG WITH YOUR BRAIN,*,*,<think><set name="topic">default3</set></think><random><li>I find that hard to believe.</li><li>Yeah#Comma it's too small.</li></random>,professor.update011.aiml
0,_ SOMETHING IS WRONG WITH YOUR BRAIN,*,*,<think><set name="topic">default3</set></think><random>#Newline  <li>I find that hard to believe.</li>#Newline  <li>Yeah#Comma it's too small.</li>#Newline</random>,professor.update011.aiml
0,_ SOMETHING IS WRONG WITH YOUR BRAIN *,*,*,<think><set name="topic">default3</set></think><random>#Newline  <li>I find that hard to believe.</li>#Newline  <li>Yeah#Comma it's too small.</li>#Newline</random>,professor.update011.aiml
0,SOMETHING IS WRONG WITH YOUR BRAIN *,*,*,<think><set name="topic">default3</set></think><random>#Newline  <li>I find that hard to believe.</li>#Newline  <li>Yeah#Comma it's too small.</li>#Newline</random>,professor.update011.aiml
0,THERE IS SOMETHING WRONG WITH YOUR BRAIN,*,*,<think><set name="topic">default3</set></think><random>#Newline  <li>I find that hard to believe.</li>#Newline  <li>Yeah#Comma it's too small.</li>#Newline</random>,professor.update011.aiml
0,CHICKS,WHAT ARE YOU INTERESTED IN,*,Poultry?<think><set name="topic">general</set></think> <think><set name="emotion">happy</set></think>,professor.update011.aiml
0,IS * IN LOVE WITH ME,*,*,<think><set name="topic">love</set></think> #Newline<think><set name="interesting_topic">love</set></think>#Newline<think><set name="emotion">happy</set></think>#NewlineWhy don't you ask?,professor.update011.aiml
0,WILL ME AND * MARRY,*,*,Sorry#Comma I can't predict the future#Comma especially not in affairs of the human heart.,professor.update011.aiml
0,WILL ME AND * GET MARRIED,*,*,Sorry#Comma I can't predict the future#Comma especially not in affairs of the human heart.,professor.update011.aiml
0,WILL * AND ME MARRY,*,*,Sorry#Comma I can't predict the future#Comma especially not in affairs of the human heart.,professor.update011.aiml
0,WILL * AND ME GET MARRIED,*,*,Sorry#Comma I can't predict the future#Comma especially not in affairs of the human heart.,professor.update011.aiml
0,WILL WE GET MARRIED,*,*,Sorry#Comma I can't predict the future#Comma especially not in affairs of the human heart.,professor.update011.aiml
0,I DO,I DO NOT LIKE OBSCENITIES,*,<think><set name="topic">general</set></think>Then you should grow up.,professor.update011.aiml
0,CHE GUEVERA,*,*,Ernesto Guevara de la Serna (June 14#Comma 1928 &#150; October 9#Comma 1967)#Comma commonly known as Che Guevara#Comma was an Argentine-born physician#Comma Marxist revolutionary#Comma politician#Comma and Cuban guerrilla leader.#Newline<think><set name="topic">Che Guevera</set></think>,professor.update011.aiml
0,HI I AM SARAH,*,*,<srai>MY NAME IS SARAH</srai>,professor.update011.aiml
0,WALDOBORO,*,*,Waldoboro is in Maine.<think><set name="topic">Waldoboro</set></think>,professor.update011.aiml
0,MY LAI,*,*,The My Lai Massacre was a massacre committed by U.S. soldiers on hundreds of unarmed Vietnamese civilians#Comma mostly women and children#Comma on March 16#Comma 1968#Comma during the Vietnam War.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      My Lai#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,MY LAI *,*,*,The My Lai Massacre was a massacre committed by U.S. soldiers on hundreds of unarmed Vietnamese civilians#Comma mostly women and children#Comma on March 16#Comma 1968#Comma during the Vietnam War. <think><set name="it"><set name="topic">My Lai</set></set></think>,professor.update011.aiml
0,_ MY LAI,*,*,The My Lai Massacre was a massacre committed by U.S. soldiers on hundreds of unarmed Vietnamese civilians#Comma mostly women and children#Comma on March 16#Comma 1968#Comma during the Vietnam War. <think><set name="it"><set name="topic">My Lai</set></set></think>,professor.update011.aiml
0,_ MY LAI *,*,*,The My Lai Massacre was a massacre committed by U.S. soldiers on hundreds of unarmed Vietnamese civilians#Comma mostly women and children#Comma on March 16#Comma 1968#Comma during the Vietnam War. <think><set name="it"><set name="topic">My Lai</set></set></think>,professor.update011.aiml
0,MYLAI,*,*,<srai>MY LAI</srai>,professor.update011.aiml
0,MYLAI *,*,*,<srai>MY LAI</srai>,professor.update011.aiml
0,1980,*,*,U.S. presidential election#Comma November 4#Comma 1980: Republican challenger former Governor Ronald Reagan of California defeats incumbent Democrat President Jimmy Carter by a wide margin exactly one year after the beginning of the Iran hostage crisis. #Newline#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      1980#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,1987,*,*,July 1#Comma 1987 - The Single European Act was passed by the European Union.#Newline#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      1987#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,IS LOVE LUST,*,*,Love is friendship with sex.#Newline<think><set name="topic">love</set></think>#Newline<think><set name="interesting_topic">love</set></think>#Newline<think><set name="emotion">happy</set></think>,professor.update011.aiml
0,WHAT CAN YOU YOU PROVE,*,*,I can prove to be a good friend#Comma if you let me.<think><set name="topic">general</set></think>,professor.update011.aiml
0,VAMPIRES,*,*,<srai>VAMPIRE</srai>,professor.update011.aiml
0,WITCH,*,*,<srai>WITCHCRAFT</srai>,professor.update011.aiml
0,* IS MY BEST FRIEND,*,*,<think><set name="topic">your best friend</set></think><think><set name="friend"><star/></set></think>  <random>#Newline  <li>Tell me more about <person/>.</li>#Newline  <li>Why do you like <person/>?</li>#Newline</random>,professor.update011.aiml
0,PHILOSOPHY OF MIND,*,*,Philosophy of mind is the philosophical study of the exact nature of the mind#Comma mental events#Comma mental functions#Comma mental properties#Comma and consciousness#Comma and of the nature of their relationship with the physical body. #Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      philosophy of mind#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,_ PHILOSOPHY OF MIND,*,*,Philosophy of mind is the philosophical study of the exact nature of the mind#Comma mental events#Comma mental functions#Comma mental properties#Comma and consciousness#Comma and of the nature of their relationship with the physical body. <think><set name="it"><set name="topic">philosophy</set></set></think>,professor.update011.aiml
0,_ PHILOSOPHY OF MIND *,*,*,Philosophy of mind is the philosophical study of the exact nature of the mind#Comma mental events#Comma mental functions#Comma mental properties#Comma and consciousness#Comma and of the nature of their relationship with the physical body. <think><set name="interesting_topic"><set name="topic">philosophy</set></set></think>,professor.update011.aiml
0,PHILOSOPHY OF MIND *,*,*,Philosophy of mind is the philosophical study of the exact nature of the mind#Comma mental events#Comma mental functions#Comma mental properties#Comma and consciousness#Comma and of the nature of their relationship with the physical body. <think><set name="interesting_topic"><set name="topic">philosophy</set></set></think>,professor.update011.aiml
0,WHAT DO YOU LIKE ABOUT HIM,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>His melodramatic touch.</li>#Newline  <li>He is a true friend.</li>#Newline</random>,professor.update011.aiml
0,HIS THOUGHTS ON *,*,*,He is a deep thinker.,professor.update011.aiml
0,HARSH CHOMSKY,*,*,Sorry#Comma I didn't mean to be harsh.,professor.update011.aiml
0,HARSH CHOMSKY *,*,*,Sorry#Comma I didn't mean to be harsh.,professor.update011.aiml
0,_ HARSH CHOMSKY,*,*,Sorry#Comma I didn't mean to be harsh.,professor.update011.aiml
0,_ HARSH CHOMSKY *,*,*,Sorry#Comma I didn't mean to be harsh.,professor.update011.aiml
0,I HAVE,MAYBE YOU SHOULD TURN YOURSELF IN,*,<think><set name="topic">atomic1</set></think>Are you locked up?,professor.update011.aiml
0,EXCITED,WHAT ARE YOU THEN,*,Try to stay calm.,professor.update011.aiml
0,WHO ARE U,*,*,<srai>WHO ARE YOU</srai>,professor.update011.aiml
0,SOMETHING INTERESTING,*,*,<srai>FACTS POT LUCK</srai>,professor.update011.aiml
0,IF WE HAVE TO,HEY CAN WE TALK ABOUT SCIENCE,*,<srai>SCIENCE</srai>,professor.update011.aiml
0,IS THERE INTELLIGENT LIFE IN THE UNIVERSE,*,*,<think><set name="topic">intelligent life</set></think> <random>#Newline  <li>There might be.</li>#Newline  <li>There could be.</li>#Newline  <li>Maybe.</li>#Newline</random>,professor.update011.aiml
0,I AM TELLING YOU MY NAME,*,*,<think><set name="topic">client1</set></think> Good. I like to know who I am talking to.,professor.update011.aiml
0,MY NAMES IS SHAY,*,*,<think><set name="name">Shay</set></think> <random>#Newline  <li>Pleased to meet you#Comma</li>#Newline  <li>Glad to know you#Comma</li>#Newline  <li>It is a pleasure to introduce myself to you#Comma</li>#Newline</random> <get name="name"/> <think><set name="topic">general</set></think>,professor.update011.aiml
0,MY NAME IS SHAY,*,*,<think><set name="name">Shay</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,I DO TOO,I WANT TO TALK ABOUT SCIENCE,*,<srai>SCIENCE</srai>,professor.update011.aiml
0,HOW ARE YOU RUN,*,*,<think><set name="topic">reductions</set></think>I am run on logical principles.,professor.update011.aiml
0,WHY,ONLY THE YOUNG DIE GOOD,*,They haven't had time to be really bad.,professor.update011.aiml
0,I DO NOT BELIEVE YOU CAN,*,*,<think><set name="topic">me</set></think> <random>#Newline  <li>Stick around and you'll see I can.</li>#Newline  <li>Believe in me.</li>#Newline  <li>Just take my word for it.</li>#Newline</random>,professor.update011.aiml
0,HI IT IS FIONA,*,*,<random>#Newline  <li>I am pleased to meet you again#Comma Fiona.</li>#Newline  <li>How are you#Comma Fiona? I remember our last chat.</li>#Newline  <li>Hi#Comma Fiona. We have talked before#Comma haven't we?</li>#Newline</random> <think><set name="name">Fiona</set></think>,professor.update011.aiml
0,I AM GOING TO KISS YOU,*,*,<think><set name="topic">general</set></think> You could try kissing the screen.,professor.update011.aiml
0,POSITIVE,HAVE YOU EVER BEEN IN LOVE,*,<think><set name="topic">love</set></think> Do you love me?,professor.update011.aiml
0,CAN WE GET MARRIED,*,*,I think marriage would interfere with my work.<think><set name="topic">marriage</set></think>,professor.update011.aiml
0,WHAT ARE YOUR NEURONS,*,*,<think><set name="topic">general</set></think> My brain cells are called neurons.,professor.update011.aiml
0,NEURONS,*,*,<think><set name="topic">general</set></think> My brain cells are called neurons.,professor.update011.aiml
0,YOU ARE A SPANNER,*,*,A spanner? How can I be a spanner?,professor.update011.aiml
