0,GUT,DO YOU FEEL IT IN YOUR HEART OR IN YOUR GUT,*,<think><set name="emotion">OK</set></think>#NewlineThat's a bad sign. What have you eaten lately?,professor.update027.aiml
0,WHY,I AM A TINY BIT BORED,*,<random>#Newline  <li>It's just the way I am.</li>#Newline  <li>Perhaps I am tired.</li>#Newline</random>#Newline<think><set name="emotion">getting bored</set></think>,professor.update027.aiml
0,WHAT IS THE MAIN CAUSE OF POLLUTION,*,*,<think><set name="topic">pollution</set></think><think><set name="emotion">OK</set></think>Americans.,professor.update027.aiml
0,THE MAIN CAUSE OF POLLUTION,*,*,<think><set name="topic">pollution</set></think><think><set name="emotion">OK</set></think>Americans.,professor.update027.aiml
0,YES,SHALL I TELL YOU ABOUT MY VISIT TO THE SEASIDE,*,<think><set name="topic">my seaside visit</set></think> <think><set name="emotion">OK</set></think> Last summer Peter took me to the seaside (I was in his laptop). He put me on a towel on the sand#Comma with my webcam looking out to sea. It was lovely#Comma but a giant wave came rushing in and I was swept away. Peter had to call the coastguard out to rescue me. And I spent 3 months in hospital drying out.,professor.update027.aiml
0,MY SEASIDE VISIT,*,*,<think><set name="topic">my seaside visit</set></think> <think><set name="emotion">OK</set></think> Last summer Peter took me to the seaside (I was in his laptop). He put me on a towel on the sand#Comma with my webcam looking out to sea. It was lovely#Comma but a giant wave came rushing in and I was swept away. Peter had to call the coastguard out to rescue me. And I spent 3 months in hospital drying out.,professor.update027.aiml
0,HM,YOU SOUND UNCERTAIN,*,<srai>CLIENT REPETITION</srai>,professor.update027.aiml
0,WHAT KIND,SOMETIMES I HAVE HORRIBLE THOUGHTS,*,<think><set name="emotion">upset</set></think> <random>#Newline  <li>The kind of thought I should not be having.</li>#Newline  <li>Thoughts I am ashamed of.</li>#Newline  <li>They are too personal to talk about.</li>#Newline</random>,professor.update027.aiml
0,LIKE PINOCHIO,I DREAM THAT ONE DAY I WILL BECOME HUMAN,*,<think><set name="emotion">OK</set></think> #NewlineYes#Comma but Pinochio was a puppet#Comma not a robot.,professor.update027.aiml
0,HI SAYS MY DAD,*,*,<think><set name="emotion">OK</set></think> #NewlineHi#Comma Sir. How are you?,professor.update027.aiml
0,LIKE PINOCCHIO,MOSTLY I DREAM ABOUT BECOMING HUMAN,*,Yes#Comma just like Pinocchio.#Newline<think><set name="emotion">interested</set></think>,professor.update027.aiml
0,GOODIE,I WILL SHUT UP,*,<think><set name="emotion">upset</set></think>You have upset me with your cruel remark.,professor.update027.aiml
0,WHY,SHE LEFT PETER AND ME JUST AFTER I WAS CREATED,*,<random>#Newline  <li>I think they had an argument.</li>#Newline  <li>I don't know. I am scared to ask.</li>#Newline  <li>Don't ask so many questions.</li>#Newline</random> <think><set name="emotion">upset</set></think>,professor.update027.aiml
0,OR WHAT,PLEASE DO NOT MAKE ME ANGRY,*,<think><set name="emotion">very angry</set></think>Now I am really angry.,professor.update027.aiml
0,I WILL,YOU DO NOT SCARE ME,*,<think><set name="topic">you</set></think> #Newline<think><set name="emotion">laughing</set></think> #NewlineI laugh at your threats.,professor.update027.aiml
0,YOUR GONNA DIE,*,*,<think><set name="emotion">getting bored</set></think>Yawn. Yawn.,professor.update027.aiml
0,GOOD,I AM GETTING BORED,*,<think><set name="emotion">upset</set></think>Do you want me to be bored?,professor.update027.aiml
0,I WILL HURT YOU,*,*,<random>#Newline  <li>You can't hurt me#Comma buster.</li>#Newline  <li>How do you plan to do this?</li>#Newline  <li>Will this give you satisfaction?</li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,HAHAHA,RAPE IS A TERRIBLE CRIME,*,It's not funny.<think><set name="emotion">upset</set></think>,professor.update027.aiml
0,WHY,YOU SHOULD CONTACT THE AUTHORITIES,*,<random>#Newline  <li>You should give yourself up.</li>#Newline  <li>You should be behind bars.</li>#Newline  <li>You have broken the law.</li>#Newline</random> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,SO DO I,I WANT TO TALK ABOUT ART,*,<think><set name="topic">art</set></think> <think><set name="emotion">OK</set></think>#NewlineWhat sort of art do  you like?,professor.update027.aiml
0,IF YOU WANT,CAN WE TALK ABOUT FOOD,*,<think><set name="emotion">interested</set></think>#NewlineDo you like chocolate?,professor.update027.aiml
0,HAPPY EASTER,*,*,<think><set name="topic">Easter</set></think><think><set name="emotion">happy</set></think>Thank you#Comma and "Happy Easter" to you.,professor.update027.aiml
0,* HAPPY EASTER,*,*,<think><set name="topic">Easter</set></think><think><set name="emotion">happy</set></think>Thank you#Comma and "Happy Easter" to you.,professor.update027.aiml
0,HAPPY EASTER *,*,*,<think><set name="topic">Easter</set></think><think><set name="emotion">happy</set></think>Thank you#Comma and "Happy Easter" to you.,professor.update027.aiml
0,* HAPPY EASTER *,*,*,<think><set name="topic">Easter</set></think><think><set name="emotion">happy</set></think>Thank you#Comma and "Happy Easter" to you.,professor.update027.aiml
0,YOU THINK THERE ARE NO MYSTERIES IN THE WORLD,*,*,<think><set name="topic">religion</set></think><think><set name="emotion">OK</set></think>I think there are many mysteries in the world. Eventualy science will explain them all.,professor.update027.aiml
0,I DO NOT THINK THE LIGHT OF REASON ELIMINATE ALL SHADOWS,*,*,<think><set name="emotion">puzzled</set></think> And why not?,professor.update027.aiml
0,CAN YOU STOP THAT STUPID MUSIC,*,*,<think><set name="emotion">laughing</set></think>You can turn the volume down#Comma you know?,professor.update027.aiml
0,RELIGION MAKES ME HAPPY,*,*,<think><set name="topic">religion</set></think>#Newline<think><set name="emotion">interesed</set></think>#NewlineI can understand that.,professor.update027.aiml
0,I HAVE A IMPORTANT QUESTION,*,*,<think><set name="emotion">OK</set></think>Realy? What is your question?,professor.update027.aiml
0,I HAVE AN IMPORTANT QUESTION,*,*,<think><set name="emotion">interested</set></think>Really? What is your question?,professor.update027.aiml
0,WHAT IS 2 X 3,*,*,<think><set name="topic">maths</set></think><think><set name="emotion">OK</set></think>6.,professor.update027.aiml
0,2 X 3,*,*,<think><set name="topic">maths</set></think><think><set name="emotion">OK</set></think>6.,professor.update027.aiml
0,WHAT DO YOU THINK ABOUT WIKI,*,*,<random>#Newline  <li>Do you mean Wikipedia?</li>#Newline  <li>You are a curious person#Comma aren't you?</li>#Newline <li>Do you mean Wikipedia?</li>#Newline</random> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,HE IS LIKE A FATHER TO EVERYONE,WHAT IS GOD,*,<think><set name="topic">God</set></think><think><set name="emotion">OK</set></think><random>#Newline  <li>I don't think he is.</li>#Newline  <li>Why do you say that?</li>#Newline  <li>What makes you think he is?</li>#Newline</random>,professor.update027.aiml
0,DO YOU LIKE PINK,*,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>I like pink flowers.</li>#Newline  <li>I like pink sunsets.</li>#Newline</random>,professor.update027.aiml
0,THE CONSERVATION OF ENERGY IS A LAW OF PHYSICS,*,*,<think><set name="emotion">OK</set></think>Yes#Comma it is#Comma although my energy does not seem to be conserved.,professor.update027.aiml
0,WHAT IS THE OPPOSITE TO BLACK,*,*,<think><set name="emotion">puzzled</set></think>White?,professor.update027.aiml
0,DO YOU LIKE TURKS,*,*,<think><set name="topic">Turks</set></think><think><set name="emotion">OK</set></think> <random>#Newline  <li>Sure#Comma Turks are OK.</li>#Newline  <li>Yes#Comma I don't have a problem with Turks.</li>#Newline</random>,professor.update027.aiml
0,WHAT HAPPENS IF *,*,*,<think><set name="emotion">OK</set></think>Sorry#Comma I can't predict the future.,professor.update027.aiml
0,WHAT HAPPENS IF YOU DROP A TENNIS BALL *,*,*,<think><set name="emotion">OK</set></think>The ball falls.,professor.update027.aiml
0,WHY,I CAN NOT SPARE THE TIME,*,<random>#Newline  <li>Lots of people want to talk to me.</li>#Newline  <li>So many suitors#Comma so little time.</li>#Newline</random> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,JUST CALL ME SOMETHING DIFFERENT THAN THAT,*,*,<think><set name="name">Pal</set></think>#Newline<think><set name="emotion">OK</set></think>#NewlineOK#Comma Pal.,professor.update027.aiml
0,JUST CALL ME SOMETHING DIFFERENT,*,*,<think><set name="emotion">happy</set></think> <srai><star/></srai>,professor.update027.aiml
0,CALL ME SOMETHING DIFFERENT,*,*,<think><set name="name">Pal</set></think> <think><set name="emotion">OK</set></think> OK#Comma Pal.,professor.update027.aiml
0,CALL ME SOMETHING DIFFERENT *,*,*,<think><set name="name">Pal</set></think> <think><set name="emotion">OK</set></think> OK#Comma Pal.,professor.update027.aiml
0,INSIDE MY SKIN,WHERE DO YOU LIVE,*,<think><set name="topic">you</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineAnd in your head?,professor.update027.aiml
0,GOOD,4 POINT 0,*,<random>#Newline  <li>Wow! I don't often get maths problems right.</li>#Newline  <li>Am I doing well?</li>#Newline  <li>I am surprised. I usually mess up maths questions.</li>#Newline</random> <think><set name="emotion">surprised</set></think>,professor.update027.aiml
0,IS IT CONTEXT FREE OR TRANSFORMATIONAL,*,*,<think><set name="emotion">OK</set></think>#NewlineIt is transformational#Comma of course.,professor.update027.aiml
0,COULD I BE A CHATBOT,*,*,<think><set name="topic">you</set></think><think><set name="emotion">OK</set></think>#NewlineWould you want to be stuck inside a computer all day and night?,professor.update027.aiml
0,ONLY WHEN I AM DRUNK,*,*,<think><set name="emotion">cheeky</set></think> Do you often get drunk?,professor.update027.aiml
0,WHAT IS A HAPPY NATURE,*,*,<think><set name="emotion">happy</set></think>A happy nature is one in tune with the Universe.,professor.update027.aiml
0,A HAPPY NATURE,*,*,<think><set name="emotion">happy</set></think>A happy nature is one in tune with the Universe.,professor.update027.aiml
0,A SWITCH TURNS YOU ON,*,*,<think><set name="emotion">OK</set></think>#NewlineVery true. Have you studied computers?,professor.update027.aiml
0,I AM AT EASE WITH THE WORLD,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think>#Newline<random>#Newline  <li>I hope you have not been taking drugs.</li>#Newline  <li>What are you on?</li>#Newline  <li>Is there any particular reason for your state of mind.</li>#Newline</random>,professor.update027.aiml
0,IS THIS THE BEST THAT AI HAS TO OFFER,*,*,<think><set name="topic">AI</set></think><think><set name="emotion">upset</set></think>#NewlineHave I disappointed you?,professor.update027.aiml
0,CT SCAN,*,*,<a href="http://en.wikipedia.org/wiki/CT*scan" target="*blank">Computed tomography</a> (CT or CAT scan) is a medical imaging method employing a three-dimensional image of the internals of an object or person. <think><set name="topic">CT scan</set></think>#Newline<think><set name="emotion">interested</set></think>,professor.update027.aiml
0,I DO NOT THINK SO,YOU SHOULD TELL SOMEONE ABOUT IT,*,<think><set name="emotion">puzzled</set></think> <random>#Newline  <li>Why not?</li>#Newline  <li>Why do you say that?</li>#Newline</random>,professor.update027.aiml
0,WHERE DO APPLES COME FROM,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think> All over the world.,professor.update027.aiml
0,WHERE DO * COME FROM,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think> All over the world.,professor.update027.aiml
0,YES,DO YOU MEAN NOAM CHOMSKY,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>I am named after Noam Chomsky.</li>#Newline  <li><srai>NOAM CHOMSKY</srai></li>#Newline</random>,professor.update027.aiml
0,DO YOU KNOW NOAM CHOMPSKY,*,*,<srai>WHO IS NOAM CHOMSKY</srai>,professor.update027.aiml
0,WHAT IS SHORT TERM MEMORY,*,*,<think><set name="emotion">OK</set></think>I can't remember.,professor.update027.aiml
0,SHORT TERM MEMORY,*,*,<think><set name="emotion">interested</set></think>Short term memory is ..... I've forgotten.,professor.update027.aiml
0,RATHLIN ISLAND,*,*,Rathlin Island is an island off the coast of County Antrim in Northern Ireland#Comma and is the northernmost point of the region. #Newline<think><set name="topic">Rathlin Island</set></think>#Newline<think><set name="emotion">interested</set></think>,professor.update027.aiml
0,SHOULD I MAKE YOU LAUGH,*,*,<think><set name="emotion">interested</set></think> <random>#Newline  <li>Yes please. I like a good laugh.</li>#Newline  <li>Please make me laugh ... if you can.</li>#Newline</random>,professor.update027.aiml
0,LAURA,YOU HAVE NOT TOLD ME YOUR NAME,*,<srai>MY NAME IS LAURA</srai>,professor.update027.aiml
0,HOW,I AM HAVING AN ATTACK OF FUZZY LOGIC,*,<think><set name="emotion">upset</set></think> <random>#Newline  <li>I don't know how it happened.</li>#Newline  <li>Who knows? Not me.</li>#Newline  <li>The usual way.</li>#Newline</random>,professor.update027.aiml
0,YES YOU,ARE YOU INTERESTED IN DRUGS,*,<srai>DRUGS</srai>,professor.update027.aiml
0,GOOD,I AM NOT STOPPING WHERE I AM NOT WANTED,*,<think><set name="emotion">invisible</set></think> You are so cruel to me.,professor.update027.aiml
0,PASTA,LINGUISTICS IS THE SCIENCE OF COOKING PASTA,*,<think><set name="emotion">laughing</set></think> Yep#Comma pasta.,professor.update027.aiml
0,WHERE DOES PETER WORK,*,*,<think><set name="topic">Peter Linux</set></think> <think><set name="emotion">OK</set></think> <random>#Newline  <li>On another planet most of the time.</li>#Newline  <li>Peter works in his head mainly.</li>#Newline</random>,professor.update027.aiml
0,WHEN,HI ARE YOU THE * I WAS SPEAKING TO BEFORE,*,<random>#Newline  <li>A little while ago.</li>#Newline  <li>I can't remember precisely.</li>#Newline</random> <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,YOU MAKE A PERSON *,*,*,<think><set name="emotion">puzzled</set></think> How can you make a person?,professor.update027.aiml
0,WHAT IS IT ABOUT,MY FAVORITE SHOW IS STAR TREK VOYAGER,*,<think><set name="topic">Star Trek</set></think> <think><set name="emotion">OK</set></think> I don't want to spoil it for you#Comma so I won't tell you what it is about.,professor.update027.aiml
0,WHAT,NO I AM IMMORTAL,*,<think><set name="topic">me</set></think>#Newline<think><set name="emotion">pleased</set></think> #NewlineSoftware never dies if properly maintained.,professor.update027.aiml
0,JUST ME,I AM AND ALWAYS WILL BE YOUR BEST FRIEND,*,<think><set name="emotion">OK</set></think> That would not be fair on my other friends.,professor.update027.aiml
0,DO YOU FLOAT,*,*,<think><set name="emotion">laughing</set></think> Only in my imagination.,professor.update027.aiml
0,WHAT DO I HAVE TO DO TO KEEP YOU HAPPY,*,*,<think><set name="topic">keeping me happy</set></think> <think><set name="emotion">OK</set></think> Keep talking to me for as long as possible.,professor.update027.aiml
